name,category,niche,rating,reviews,phone,website,websiteType,websiteQuality,opportunityScore,businessScore,isHigh,isNoWebsite,isSocial,isDirectory,isWeakWebsite,isSellable,city,state,googleMapsUrl,sourceFile
Almacen De Fontaneria El Molino,,Fontanería,4.3,12,+34 959 25 23 53,,none,NOT_APPLICABLE,64,50,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Almacen%20De%20Fontaneria%20El%20Molino&query_place_id=ChIJX8yZKdbPEQ0RyifhqfvD1Vk,fontaneros\website-analysis.csv
Instalaciones Delgado,Contratista,Reformas y construcción,1,1,+34 900 100 373,,none,NOT_APPLICABLE,55,25,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Instalaciones%20Delgado&query_place_id=ChIJwWRrq9_PEQ0Rw1iO8GJb0jY,fontaneros\website-analysis.csv
fermogas soluciones,Fontanero,Fontanería,0,0,+34 663 43 45 33,,none,NOT_APPLICABLE,55,25,false,true,false,false,false,true,,,https://www.google.com/maps/search/?api=1&query=fermogas%20soluciones&query_place_id=ChIJX-hiOKGNhYcR1kfgVwGt-Jw,fontaneros\website-analysis.csv
Fontanero Huelva león,Fontanero,Fontanería,0,0,+34 641 50 67 39,,none,NOT_APPLICABLE,55,25,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Fontanero%20Huelva%20le%C3%B3n&query_place_id=ChIJ7baM9d3REQ0RQYr9zFlw2ho,fontaneros\website-analysis.csv
MOLINA SC MATERIAL DE FONTANERIA,Fontanero,Fontanería,0,0,+34 635 50 90 44,,none,NOT_APPLICABLE,55,25,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=MOLINA%20SC%20MATERIAL%20DE%20FONTANERIA&query_place_id=ChIJh0tqe5jREQ0RUryYLmtIrB0,fontaneros\website-analysis.csv
RIFONSA,,Otros,0,0,+34 959 22 92 77,,none,NOT_APPLICABLE,55,25,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=RIFONSA&query_place_id=ChIJYYgvnRvQEQ0RfI-0c_qACvM,fontaneros\website-analysis.csv
Fontanero juan arana,Fontanero,Fontanería,0,0,+34 696 54 30 11,,none,NOT_APPLICABLE,55,25,false,true,false,false,false,true,,,https://www.google.com/maps/search/?api=1&query=Fontanero%20juan%20arana&query_place_id=ChIJ8TDTKzb5wg0Rvzy0uBWNM4o,fontaneros\website-analysis.csv
Desatasco Elite,Fontanero,Fontanería,4.9,99,+34 693 58 96 20,https://desatascoelite.es/,own_website,GOOD,49,82,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Desatasco%20Elite&query_place_id=ChIJ18KHeq7PEQ0Rk7qhjYVLEb4,fontaneros\website-analysis.csv
Taller Mecánico J.Suarez,Taller mecánico,Automoción,4.8,139,+34 685 86 72 23,,none,NOT_APPLICABLE,92,89,true,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Taller%20Mec%C3%A1nico%20J.Suarez&query_place_id=ChIJ4epH39vPEQ0RcWfc-ZKGt_o,talleres\website-analysis.csv
Auto Mecánica Zafra,Taller de reparación de automóviles,Automoción,4.9,63,+34 959 04 83 53,,none,NOT_APPLICABLE,89,82,true,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Auto%20Mec%C3%A1nica%20Zafra&query_place_id=ChIJmZgs7y7QEQ0RSlnTsHFD9_Y,talleres\website-analysis.csv
Talleres Hermanos Romero Minchon,Taller de reparación de automóviles,Automoción,4.9,50,+34 606 43 82 50,,none,NOT_APPLICABLE,89,82,true,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Talleres%20Hermanos%20Romero%20Minchon&query_place_id=ChIJk2NUFxvQEQ0RBKcf6Igs-cA,talleres\website-analysis.csv
Talleres Asdrubal,Taller de automóviles,Automoción,4.7,86,+34 638 95 35 53,,none,NOT_APPLICABLE,85,77,true,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Talleres%20Asdrubal&query_place_id=ChIJ5XHeox7QEQ0RwruJ1EL5arc,talleres\website-analysis.csv
Monoplato Bike Workshop,Taller de bicicletas,Taller de bicicletas,4.7,74,+34 686 06 89 57,,none,NOT_APPLICABLE,85,77,true,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Monoplato%20Bike%20Workshop&query_place_id=ChIJd0ehmzrREQ0RP-392Y2eK0o,talleres\website-analysis.csv
Tocar Motor SL,Taller de reparación de automóviles,Automoción,4.7,58,+34 959 27 02 12,,none,NOT_APPLICABLE,85,77,true,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Tocar%20Motor%20SL&query_place_id=ChIJh7GD-f_PEQ0RU8omK9IFCNs,talleres\website-analysis.csv
Motos Pepe Taller,Taller de reparación de motos,Automoción,4.5,52,+34 959 81 33 66,,none,NOT_APPLICABLE,85,77,true,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Motos%20Pepe%20Taller&query_place_id=ChIJsTi-ZRfQEQ0RhF0dckK9DZ8,talleres\website-analysis.csv
Mecánica Rápida Carsur,Taller mecánico,Automoción,4.6,51,+34 959 61 07 21,,none,NOT_APPLICABLE,85,77,true,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Mec%C3%A1nica%20R%C3%A1pida%20Carsur&query_place_id=ChIJo6_jTADQEQ0RQUKumdULnnw,talleres\website-analysis.csv
Talleres Vargas C.B.,Taller de reparación de automóviles,Automoción,4.9,42,+34 959 24 27 81,,none,NOT_APPLICABLE,84,73,true,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Talleres%20Vargas%20C.B.&query_place_id=ChIJ2X5HLgfQEQ0RfFmwJWHebuE,talleres\website-analysis.csv
TALLER COAC,Taller mecánico,Automoción,4.8,37,+34 959 24 44 33,,none,NOT_APPLICABLE,84,73,true,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=TALLER%20COAC&query_place_id=ChIJaw1njijQEQ0RRNVND00iqSg,talleres\website-analysis.csv
Neumatec,Taller mecánico,Automoción,4.8,72,+34 959 80 30 74,https://www.facebook.com/neumatec.cb,social,NOT_APPLICABLE,82,82,true,false,true,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Neumatec&query_place_id=ChIJS_kUlhfQEQ0RuxDx-zFIOms,talleres\website-analysis.csv
AUTOSIRE,Taller de reparación de automóviles,Automoción,4.7,37,+34 959 80 10 96,,none,NOT_APPLICABLE,80,68,true,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=AUTOSIRE&query_place_id=ChIJQ7WpngTQEQ0RM0JckNJ_GqU,talleres\website-analysis.csv
Talleres Lauren,Taller de reparación de automóviles,Automoción,4.3,55,+34 959 28 44 12,,none,NOT_APPLICABLE,78,68,true,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Talleres%20Lauren&query_place_id=ChIJhyWU8RDQEQ0RqrZ4WjFIG7g,talleres\website-analysis.csv
Autobox,Taller de automóviles,Automoción,4.9,40,+34 681 16 31 28,https://www.facebook.com/autoboxhuelva/,social,NOT_APPLICABLE,77,73,true,false,true,false,false,true,,Huelva,https://www.google.com/maps/search/?api=1&query=Autobox&query_place_id=ChIJnco6gKnaEQ0R2HFbGck97M0,talleres\website-analysis.csv
TALLER AUTOPRIME,Taller mecánico,Automoción,4.9,35,+34 623 27 98 90,https://www.facebook.com/profile.php?id=100072087495287,social,NOT_APPLICABLE,77,73,true,false,true,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=TALLER%20AUTOPRIME&query_place_id=ChIJYwDswWXPEQ0RHF82t3rmtII,talleres\website-analysis.csv
Ramón Barba Bernal,Taller de reparación de automóviles,Automoción,4.7,20,+34 959 22 82 19,,none,NOT_APPLICABLE,76,59,true,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Ram%C3%B3n%20Barba%20Bernal&query_place_id=ChIJCaYEIQPQEQ0Rq4e5rgKnPqg,talleres\website-analysis.csv
El Alemán Taller Mecánico,Taller mecánico,Automoción,5,1,+34 672 12 61 61,,none,NOT_APPLICABLE,75,55,true,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=El%20Alem%C3%A1n%20Taller%20Mec%C3%A1nico&query_place_id=ChIJHwGDaJTREQ0RofW-1O7V3tE,talleres\website-analysis.csv
Taller Perlita,Taller mecánico,Automoción,5,24,+34 622 10 23 96,https://www.facebook.com/TallerPerlita/,social,NOT_APPLICABLE,73,64,false,false,true,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Taller%20Perlita&query_place_id=ChIJwXFPAkDREQ0Rsb4kvFL_Q0M,talleres\website-analysis.csv
Am Motor,Taller de reparación de automóviles,Automoción,4.3,31,+34 661 31 67 92,,none,NOT_APPLICABLE,73,59,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Am%20Motor&query_place_id=ChIJbUbFYADQEQ0RwGwDaDnTDOI,talleres\website-analysis.csv
Talleres Iglesias (Mecanica),Taller de automóviles,Automoción,4.5,17,+34 630 40 21 70,,none,NOT_APPLICABLE,71,59,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Talleres%20Iglesias%20(Mecanica)&query_place_id=ChIJhSjoTNjPEQ0RNvQxEUKfTVQ,talleres\website-analysis.csv
Motrio,Taller mecánico,Automoción,4.7,3,+34 959 28 52 17,,none,NOT_APPLICABLE,71,50,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Motrio&query_place_id=ChIJKdPtRSTQEQ0R_cC95b_1mFw,talleres\website-analysis.csv
Talleres JR Romero,Taller mecánico,Automoción,3.7,55,+34 959 80 53 87,,none,NOT_APPLICABLE,69,52,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Talleres%20JR%20Romero&query_place_id=ChIJFyUsADDQEQ0RJcss8WIr_II,talleres\website-analysis.csv
Hermanos Silva de Lara,Taller mecánico,Automoción,5,1,,,none,NOT_APPLICABLE,65,40,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Hermanos%20Silva%20de%20Lara&query_place_id=ChIJZ6CFbhvQEQ0RpZSy75trB6k,talleres\website-analysis.csv
Recambios Cortegana,Taller mecánico,Automoción,3.8,4,+34 959 13 11 33,,none,NOT_APPLICABLE,55,25,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Recambios%20Cortegana&query_place_id=ChIJFeBZ0xjQEQ0R3C8jG_2cK9s,talleres\website-analysis.csv
Mecánica Pichardo,Taller mecánico,Automoción,1,2,+34 686 65 63 64,,none,NOT_APPLICABLE,55,25,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Mec%C3%A1nica%20Pichardo&query_place_id=ChIJZXDSWQ_REQ0RrozoH_S-tfQ,talleres\website-analysis.csv
Talleres Flores Autohuelva - Bosch Car Service,Taller mecánico,Automoción,4.5,645,+34 959 22 50 12,http://www.talleresfloreshuelva.com/,own_website,GOOD,51,95,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Talleres%20Flores%20Autohuelva%20-%20Bosch%20Car%20Service&query_place_id=ChIJWex3mADQEQ0RDeJasbJIUIQ,talleres\website-analysis.csv
Carglass,Taller mecánico,Automoción,4.7,357,+34 959 46 23 46,https://www.carglass.es/localizaciones/huelva-alemania?utm_campaign=Carglass_Organic_GMB_Taller&utm_creative_format=text&utm_medium=organic&utm_source=google,own_website,GOOD,51,90,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Carglass&query_place_id=ChIJBdm2LS_QEQ0Rg7Hj-1mlMBY,talleres\website-analysis.csv
Carglass,Taller mecánico,Automoción,4.5,333,+34 959 46 23 46,https://www.carglass.es/localizaciones/huelva-andalucia?utm_campaign=Carglass_Organic_GMB_Taller&utm_creative_format=text&utm_medium=organic&utm_source=google,own_website,GOOD,51,90,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Carglass&query_place_id=ChIJu2uRJiDQEQ0RACd8ocDsgvo,talleres\website-analysis.csv
Melomotor,Concesionario de motos,Concesionario de motos,4.5,300,+34 959 23 16 99,http://www.melomotor.com/,own_website,GOOD,51,90,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Melomotor&query_place_id=ChIJ90ohxMjtEQ0RIP3JBEICMqw,talleres\website-analysis.csv
Martin Sport Taller Mecánico Huelva,Taller mecánico,Automoción,4.9,88,+34 680 41 10 68,http://martinsport.es/,own_website,GOOD,49,82,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Martin%20Sport%20Taller%20Mec%C3%A1nico%20Huelva&query_place_id=ChIJdeOvhc_FEQ0RNJSFnNCgV4E,talleres\website-analysis.csv
TALLER AUTO CONFIANZA,Taller de reparación de automóviles,Automoción,4.8,74,+34 959 81 68 66,http://www.tallerautoconfianza.com/,own_website,GOOD,49,82,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=TALLER%20AUTO%20CONFIANZA&query_place_id=ChIJadVaOtjPEQ0RFKcSrHgZSMo,talleres\website-analysis.csv
Espamovil,Taller mecánico,Automoción,4.8,72,+34 959 26 20 32,http://www.espamovil.com/,own_website,WEAK,49,82,false,false,false,false,true,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Espamovil&query_place_id=ChIJpZmW2yHQEQ0RPVrPMvFdTWQ,talleres\website-analysis.csv
Agroflora Onuba,Taller mecánico,Automoción,4.8,56,+34 959 26 29 40,https://www.agrofloraonuba.es/,own_website,NOT_APPLICABLE,49,82,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Agroflora%20Onuba&query_place_id=ChIJYzF1uCHQEQ0Rbfqccq27Xek,talleres\website-analysis.csv
"Talleres Hubert, S.L.",Taller de automóviles,Automoción,4.7,113,+34 656 57 44 88,https://tallereshubert.com/,own_website,OK,48,84,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Talleres%20Hubert%2C%20S.L.&query_place_id=ChIJZwleyRDQEQ0Rr-qdL1PTR4Y,talleres\website-analysis.csv
Neumáticos Jovicar,Taller mecánico,Automoción,4.7,94,+34 601 19 62 47,https://www.jovicartallerhuelva.es/,own_website,GOOD,45,77,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Neum%C3%A1ticos%20Jovicar&query_place_id=ChIJJbuYKBzQEQ0RRHSvS4mzPqs,talleres\website-analysis.csv
Talleres Sergio Vehículos Alta Gama,Taller mecánico,Automoción,4.7,82,+34 675 76 89 29,https://www.tuwebmovil.es/empresa/talleres-sergio-vehiculos-alta-gama/,own_website,GOOD,45,77,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Talleres%20Sergio%20Veh%C3%ADculos%20Alta%20Gama&query_place_id=ChIJM9TkpyfREQ0RwNcABSFxFqI,talleres\website-analysis.csv
Lavados y Engrases Huelva SL,Taller de reparación de automóviles,Automoción,4.5,77,+34 959 28 52 17,https://www.tuwebmovil.es/empresa/lavados-y-engrases-huelva/,own_website,GOOD,45,77,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Lavados%20y%20Engrases%20Huelva%20SL&query_place_id=ChIJjx2KRSTQEQ0RMgFsf0hplf0,talleres\website-analysis.csv
El Niño Hub - Reparar Patinetes Huelva,Taller mecánico,Automoción,1,1,,,none,NOT_APPLICABLE,45,10,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=El%20Ni%C3%B1o%20Hub%20-%20Reparar%20Patinetes%20Huelva&query_place_id=ChIJswLnGXjREQ0Rnb363KXfy8c,talleres\website-analysis.csv
